[2014-02-26 17:36:55][5760][INFO]Convert file: freq: 44100, mode: 1, bps: 128, fd: 26.122450, name: E:\有你有我广播站\14.2.26\五月天 - 永远的永远.mp3
[2014-02-26 17:49:57][5760][INFO]Convert file: freq: 44100, mode: 1, bps: 32, fd: 26.122450, name: E:\有你有我广播站\14.2.26\五月天 - 永远的永远 - Mayday.mp3
[2014-02-26 17:49:59][2484][INFO]Convert file: freq: 32000, mode: 1, bps: 96, fd: 12.000000, name: E:\有你有我广播站\14.2.26\五月天 - 永远的永远 - Mayday.mp3
[2014-04-10 12:52:32][6944][INFO]Convert file: freq: 44100, mode: 1, bps: 128, fd: 26.122450, name: E:\有你有我广播站\2014.4.10\惠特妮休斯顿 - One Moment In Time.mp3
[2014-04-10 12:52:37][7416][INFO]Convert file: freq: 44100, mode: 1, bps: 128, fd: 26.122450, name: E:\有你有我广播站\2014.4.10\惠特妮休斯顿 - One Moment In Time.mp3
[2014-04-10 12:59:16][5648][INFO]Convert file: freq: 44100, mode: 1, bps: 128, fd: 26.122450, name: E:\有你有我广播站\2014.4.10\惠特妮休斯顿 - One Moment In Time.mp3
[2014-04-23 17:44:21][10268][INFO]Convert file: freq: 44100, mode: 1, bps: 128, fd: 26.122450, name: C:\Users\Administrator\Desktop\《不法之徒》第二期ED-漩涡2.0版.mp3
[2014-04-23 17:44:27][18384][INFO]Convert file: freq: 44100, mode: 1, bps: 128, fd: 26.122450, name: C:\Users\Administrator\Desktop\《不法之徒》第二期ED-漩涡2.0版.mp3
[2014-05-13 16:36:00][6604][INFO]Convert file: freq: 8000, mode: 1, bps: 96, fd: 36.000000, name: E:\有你有我广播站\2014.5.13\少女时代 - Into The New World.mp3
[2014-05-13 16:36:05][7988][INFO]Convert file: freq: 12000, mode: 1, bps: 144, fd: 8.000000, name: E:\有你有我广播站\2014.5.13\少女时代 - Into The New World.mp3
[2014-05-19 18:05:38][7164][INFO]Convert file: freq: 44100, mode: 1, bps: 128, fd: 26.122450, name: J:\QM\丁当\丁当 - 不是你的错.mp3
[2014-05-19 18:05:51][7164][INFO]Convert file: freq: 44100, mode: 1, bps: 128, fd: 26.122450, name: J:\QM\S.H.E\s.h.e - 一眼万年.mp3
[2014-05-19 18:05:56][5632][INFO]Convert file: freq: 44100, mode: 1, bps: 128, fd: 26.122450, name: J:\QM\S.H.E\s.h.e - 一眼万年.mp3
[2014-05-19 18:07:57][7164][INFO]Convert file: freq: 44100, mode: 1, bps: 128, fd: 26.122450, name: C:\Users\Administrator\Desktop\2014.5.19\s.h.e - 一眼万年.mp3
[2014-05-19 18:07:59][7724][INFO]Convert file: freq: 44100, mode: 1, bps: 128, fd: 26.122450, name: C:\Users\Administrator\Desktop\2014.5.19\s.h.e - 一眼万年.mp3
